gene	Identity	comparison	adj_pval	p_val	pct.1	pct.2	avg_log2FC	p_val_adjusted	pvalue_for_calc
Noct	Vip.Cd24a.Six6.HY1	adlib_vs_fast	1	0.456698034207638	0.115	0.157	-0.0544332065665401	1	1
Homer1	Vip.Cd24a.Six6.HY1	adlib_vs_fast	1	0.631539377442934	0.243	0.294	0.0228364980894819	1	1
Fbxo33	Vip.Cd24a.Six6.HY1	adlib_vs_fast	1	0.851693064757266	0.169	0.196	0.120895476343849	1	1
Nfkbiz	Vipr2.Prokr2.Six6.HY1	adlib_vs_fast	1	0.079946450016236	0.039	0.132	-0.183685620272591	1	1
Homer1	Vipr2.Prokr2.Six6.HY1	adlib_vs_fast	1	0.0808661437918705	0.053	0.158	-0.04864296147569	1	1
1700016P03Rik	Vipr2.Prokr2.Six6.HY1	adlib_vs_fast	1	0.103329376392369	0.158	0.053	0.379700144519861	1	1
Fbxo33	Vipr2.Prokr2.Six6.HY1	adlib_vs_fast	1	0.110557491553895	0.105	0.237	-0.192079545759809	1	1
Btg2	Pax6.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.114801359347987	0.063	0.112	-0.122730571573915	1	1
Fbxo33	Pax6.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.299398030713631	0.198	0.15	0.0445352574607897	1	1
1700016P03Rik	Pax6.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.438876724416227	0.183	0.14	-0.0485424511392006	1	1
Homer1	Pax6.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.616192580727088	0.242	0.215	0.0351746253827061	1	1
Noct	Pax6.Nfix.St18.Arx.HY1	adlib_vs_fast	1	0.993368096808326	0.139	0.14	0.0560671354296653	1	1
Fbxo33	Gm28928.Pthlh.Six3.Hmx2.HY1	adlib_vs_fast	1	0.0308359925555226	0.248	0.372	-0.120920891786752	1	1
Noct	Gm28928.Pthlh.Six3.Hmx2.HY1	adlib_vs_fast	1	0.126992480894565	0.124	0.182	-0.151377481395914	1	1
1700016P03Rik	Gm28928.Pthlh.Six3.Hmx2.HY1	adlib_vs_fast	1	0.173132372589462	0.142	0.198	-0.150633438936981	1	1
Homer1	Gm28928.Pthlh.Six3.Hmx2.HY1	adlib_vs_fast	1	0.422176012889708	0.221	0.264	-0.0849508422672315	1	1
Junb	Gm28928.Pthlh.Six3.Hmx2.HY1	adlib_vs_fast	1	0.479452353113755	0.085	0.107	-0.0120382365454692	1	1
Sik1	Pvalb.Meis2.Gad2.Arx.HY1	adlib_vs_fast	1	0.0948375219466613	0.12	0	0.206027983738664	1	1
1700016P03Rik	Pvalb.Meis2.Gad2.Arx.HY1	adlib_vs_fast	1	0.102818741443649	0.14	0.273	-0.719489460782896	1	1
Fbxo33	Pvalb.Meis2.Gad2.Arx.HY1	adlib_vs_fast	1	0.153627881102613	0.32	0.136	0.239625971807673	1	1
Homer1	Pvalb.Meis2.Gad2.Arx.HY1	adlib_vs_fast	1	0.548805577586693	0.34	0.227	0.0277900270769038	1	1
Noct	Pvalb.Meis2.Gad2.Arx.HY1	adlib_vs_fast	1	0.565860528548009	0.2	0.136	0.0735355842194598	1	1
Fbxo33	Irx3.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.018715658398321	0.265	0.345	-0.0680775473263066	1	1
Junb	Irx3.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.215272931870256	0.121	0.151	-0.00500735017111759	1	1
1700016P03Rik	Irx3.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.420752432763566	0.194	0.214	-0.0911822380951368	1	1
Homer1	Irx3.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.683918804553289	0.317	0.337	0.0108351385339296	1	1
Noct	Irx3.Pitx2.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.68645248999924	0.162	0.171	0.00208214974670434	1	1
Noct	Crhbp.Gad2.Arx.HY1	adlib_vs_fast	1	0.158462782023809	0.163	0.105	0.106562013688586	1	1
1700016P03Rik	Crhbp.Gad2.Arx.HY1	adlib_vs_fast	1	0.494492202957817	0.157	0.181	-0.105380387917804	1	1
Homer1	Crhbp.Gad2.Arx.HY1	adlib_vs_fast	1	0.537118260932922	0.275	0.286	-0.0971242538368607	1	1
Fbxo33	Crhbp.Gad2.Arx.HY1	adlib_vs_fast	1	0.598202938182158	0.232	0.248	-0.0556637172426103	1	1
Homer1	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.0922478628485864	0.138	0.25	-0.355353740274365	1	1
Fbxo33	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.286715329495905	0.126	0.192	-0.162781643092255	1	1
1700016P03Rik	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.288419963857061	0.241	0.173	0.357553195176374	1	1
Sik1	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.684388962215754	0.184	0.154	0.154820838685392	1	1
Junb	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.758758164575399	0.115	0.096	0.11496771185579	1	1
Gem	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.855771115849461	0.172	0.173	-0.278548489736066	1	1
Btg2	Grin2c.Nms.Six6.HY1	adlib_vs_fast	1	0.973216664765904	0.126	0.135	0.0887366446276551	1	1
Gem	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.0158436944707901	0.098	0.212	-0.720461052058355	1	1
1700016P03Rik	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.0175165024428961	0.159	0.288	-0.727547146360688	1	1
Nr4a1	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.0441104557481059	0.076	0.162	-0.312021275382864	1	1
Sik1	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.154037496137675	0.167	0.25	-0.130909311982722	1	1
Noct	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.2010194540245	0.083	0.138	-0.0522843708837659	1	1
Fos	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.564980370445202	0.098	0.125	-0.0544704427881215	1	1
Btg2	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.685199394111977	0.114	0.138	-0.0111875117969661	1	1
Fbxo33	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.693807219222927	0.182	0.212	-0.00868600055279167	1	1
Homer1	Nfix.Nms.Six6.HY1	adlib_vs_fast	1	0.70665046189791	0.205	0.225	-0.0392335945736877	1	1
Fbxo33	Fgf10.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	0.469859429171514	8.4813702263852e-06	0.208	0.327	-0.135513363123389	0.00712435099016356	0.00712435099016356
Homer1	Fgf10.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.012987189038699	0.261	0.344	-0.055229747777087	1	1
Noct	Fgf10.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.375914749416291	0.16	0.183	-0.00799147772782266	1	1
Junb	Fgf10.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.580041100351211	0.119	0.115	0.082722093975467	1	1
1700016P03Rik	Fgf10.Gpr149.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.821977391315333	0.172	0.185	0.0845701070875781	1	1
Gem	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.000333741442706534	0.035	0.149	-0.220116568488355	0.271999275805825	0.271999275805825
1700016P03Rik	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0051083418945652	0.189	0.34	-0.531098596479159	1	1
Junb	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.00729818127009409	0.108	0.234	-0.47400843387772	1	1
Sik1	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0306223924612025	0.062	0.149	-0.0989591642819491	1	1
Nr4a1	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0329618533107086	0.097	0.191	-0.185225643685809	1	1
Fos	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.10408584042805	0.078	0.149	-0.055996456974506	1	1
Fbxo33	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.167700758890755	0.3	0.362	-0.144062499966346	1	1
Btg2	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.268248346170134	0.101	0.149	-0.0850979936396479	1	1
Noct	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.513963981895198	0.233	0.255	-0.123457430260755	1	1
Homer1	Otp.Crhbp.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.873685946054156	0.366	0.34	-0.0702829880499258	1	1
Gem	Ghrh.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.000667690998723336	0.08	0.195	-0.375146752345836	0.541497399964626	0.541497399964626
1700016P03Rik	Ghrh.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.248057726113867	0.149	0.106	0.203362522884649	1	1
Fbxo33	Ghrh.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.682111794253029	0.173	0.195	0.0160783014566722	1	1
Homer1	Ghrh.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.916402650370968	0.186	0.195	0.044112928434784	1	1
Nr4a1	Adarb2.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	0.542162443694167	9.78650235011764e-06	0.067	0.235	-0.23571134419428	0.0082108754717487	0.0082108754717487
1700016P03Rik	Adarb2.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.0281224787597118	0.149	0.265	-0.187915759917258	1	1
Junb	Adarb2.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.213946513474125	0.072	0.118	-0.0305965684991665	1	1
Fbxo33	Adarb2.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.332690507691501	0.245	0.309	-0.0132501558820948	1	1
Homer1	Adarb2.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.806470456093869	0.327	0.368	0.0466239154613199	1	1
Noct	Adarb2.Onecut2.Gad2.Arx.HY1	adlib_vs_fast	1	0.849776385107689	0.16	0.147	0.0601178225217988	1	1
Nr4a1	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.00129683011614436	0.195	0.455	-0.550253070310922	1	1
Sik1	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.00136611361581462	0.042	0.212	-0.238894514093362	1	1
Fbxo33	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0127235137700997	0.254	0.455	-0.326933416033191	1	1
Btg2	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0152980848829915	0.11	0.273	-0.806864630203383	1	1
1700016P03Rik	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0185012211144152	0.373	0.576	-0.905328452704384	1	1
Homer1	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0363189101440152	0.458	0.667	-0.248044437627811	1	1
Nr4a3	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0584535165099462	0.093	0.212	-0.34215356805502	1	1
Junb	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.182540108097209	0.203	0.303	-0.338029821770271	1	1
Noct	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.233140861376823	0.22	0.121	0.14368613751057	1	1
Fos	C1ql2.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.275241660746518	0.136	0.212	-0.695063907697374	1	1
Btg2	Col6a1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.0623309768646584	0.058	0.127	-0.10642585991337	1	1
Nr4a1	Col6a1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.234492979170525	0.067	0.113	-0.0985931258766204	1	1
1700016P03Rik	Col6a1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.238217192953818	0.133	0.183	-0.159831198180247	1	1
Fbxo33	Col6a1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.300060311570155	0.196	0.254	-0.0753520120600031	1	1
Homer1	Col6a1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.429298055416248	0.289	0.239	0.128671546438536	1	1
Noct	Col6a1.Nfib.Six3.Hmx2.HY1	adlib_vs_fast	1	0.801019024788944	0.147	0.169	0.0177676311903351	1	1
Nr4a1	Cpne9.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	0.00503756109730583	9.09323471056486e-08	0.093	0.188	-0.147946824080398	7.72924950398013e-05	7.72924950398013e-05
Fbxo33	Cpne9.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	9.98925370188483e-05	0.155	0.238	-0.123043865735521	0.0827110206516064	0.0827110206516064
Btg2	Cpne9.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.00302888628206423	0.08	0.127	-0.0691462499941697	1	1
Homer1	Cpne9.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.232555364581868	0.218	0.259	0.01792276464016	1	1
Noct	Cpne9.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.350261187371516	0.098	0.114	-0.0145108036262656	1	1
1700016P03Rik	Cpne9.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.468765018133416	0.108	0.121	-0.00541659426919394	1	1
Sik1	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	0.208130758899245	3.75694071913292e-06	0.094	0.252	-0.19694311764006	0.00316334408550992	0.00316334408550992
Nr4a1	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	0.96665405272321	1.74489440734167e-05	0.186	0.356	-0.30392575858846	0.0145698683013029	0.0145698683013029
Fbxo33	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.000307570811575858	0.211	0.37	-0.19721354975795	0.251285353057476	0.251285353057476
1700016P03Rik	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.000408941517878879	0.225	0.363	-0.242588594818207	0.332878395553407	0.332878395553407
Homer1	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.000671841857725182	0.326	0.496	-0.143117454613452	0.544191904757397	0.544191904757397
Btg2	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.00134495717718023	0.076	0.17	-0.0863979761550953	1	1
Fos	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.014983625472111	0.122	0.207	-0.0793584077107674	1	1
Junb	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.385626282547269	0.103	0.081	0.151649670354065	1	1
Noct	Prph.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.536422896122907	0.122	0.104	0.0675227411162001	1	1
Sik1	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.00072954478239536	0.036	0.11	-0.142016946312172	0.590201728957846	0.590201728957846
Nr4a1	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.0169779975977235	0.046	0.102	-0.131234456234718	1	1
Fbxo33	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.0831549875770313	0.19	0.252	-0.149472896762388	1	1
1700016P03Rik	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.0955504878731569	0.152	0.213	-0.0977893159008241	1	1
Noct	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.880645603931652	0.14	0.134	0.0158992358059147	1	1
Homer1	Nfia.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.952455131930477	0.234	0.228	0.000437996423313103	1	1
1700016P03Rik	Lef1.HY14.HY10.HY2	adlib_vs_fast	0.0317855937973583	5.73757537091975e-07	0.116	0.288	-0.610366807996808	0.000485972633916903	0.000485972633916903
Fos	Lef1.HY14.HY10.HY2	adlib_vs_fast	1	0.000258235346603981	0.028	0.106	-0.158292948886646	0.211494748868661	0.211494748868661
Junb	Lef1.HY14.HY10.HY2	adlib_vs_fast	1	0.0024994124621586	0.052	0.129	-0.20225882760534	1	1
Nr4a1	Lef1.HY14.HY10.HY2	adlib_vs_fast	1	0.0165935161676807	0.047	0.106	-0.142125762604874	1	1
Fbxo33	Lef1.HY14.HY10.HY2	adlib_vs_fast	1	0.110118702530006	0.189	0.258	-0.0786788710797123	1	1
Homer1	Lef1.HY14.HY10.HY2	adlib_vs_fast	1	0.130684995309707	0.184	0.242	-0.13447084664107	1	1
Noct	Lef1.HY14.HY10.HY2	adlib_vs_fast	1	0.703043498528901	0.113	0.121	-0.0355822982264043	1	1
Junb	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.436499647864369	0.114	0.074	-0.219347797049867	1	1
Fos	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.441088808023233	0.114	0.074	-0.109151406113792	1	1
1700016P03Rik	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.610877643863753	0.292	0.241	-0.449834217994105	1	1
Nr4a1	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.651334767463301	0.114	0.13	-0.0963479562031577	1	1
Homer1	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.697430396521751	0.282	0.278	0.116437138697196	1	1
Noct	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.823551889815111	0.168	0.148	0.0240587118600856	1	1
Fbxo33	Adarb2.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.984803250076676	0.252	0.241	-0.0184032447643542	1	1
Fbxo33	Gsx1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	2.20270343845718e-05	0.216	0.552	-0.525477522747283	0.0183705466767329	0.0183705466767329
Egr1	Gsx1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.00541935946003041	0.026	0.138	-0.148985047070035	1	1
1700016P03Rik	Gsx1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0104796056346774	0.142	0.345	-0.28095921272024	1	1
Junb	Gsx1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0445686732174756	0.026	0.103	-0.0964282849952079	1	1
Noct	Gsx1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.218046519499174	0.211	0.103	0.14413540281028	1	1
Homer1	Gsx1.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.21829424589561	0.237	0.345	-0.125096842036492	1	1
Nr4a1	Kirrel3.C1ql2.Epha6.Fezf1.HY2	adlib_vs_fast	1	6.49883765400416e-05	0.061	0.25	-0.285772472631437	0.0539403525282345	0.0539403525282345
Fbxo33	Kirrel3.C1ql2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.030796864725959	0.183	0.333	-0.242098426079883	1	1
Homer1	Kirrel3.C1ql2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.275089625717559	0.343	0.438	-0.0714176306925118	1	1
Noct	Kirrel3.C1ql2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.387650976720585	0.146	0.208	-0.0188951886105729	1	1
Junb	Kirrel3.C1ql2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.435535790196137	0.103	0.146	-0.0264203743697206	1	1
1700016P03Rik	Kirrel3.C1ql2.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.874852354742903	0.221	0.25	0.0644306246341763	1	1
1700016P03Rik	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	0.0019729698730495	3.56138174524721e-08	0.127	0.307	-0.701571001535249	3.03429724695062e-05	3.03429724695062e-05
Gem	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	0.005965793005661	1.07687738147999e-07	0.07	0.216	-0.568348132831963	9.14268896876512e-05	9.14268896876512e-05
Sik1	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	0.638679602873547	1.15287207869013e-05	0.057	0.165	-0.332945242878135	0.00966106801942332	0.00966106801942332
Fos	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	0.87422462607151	1.57805127542286e-05	0.077	0.197	-0.311123036788669	0.0131925086625351	0.0131925086625351
Nr4a1	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	1	3.47520937636343e-05	0.067	0.174	-0.291189653496684	0.0289137420113437	0.0289137420113437
Homer1	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.00940422105628813	0.154	0.248	-0.155360303831659	1	1
Fbxo33	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.0135073415642601	0.167	0.257	-0.169697076026404	1	1
Noct	Sox14.Lef1.Hmx2.HY1	adlib_vs_fast	1	0.187382772729479	0.097	0.133	-0.0724511942672051	1	1
Junb	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.000270339774721459	0.071	0.214	-0.824379324402365	0.221137935722154	0.221137935722154
Gem	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.013248594028873	0.046	0.129	-0.307084104683584	1	1
Homer1	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0341205283293894	0.242	0.357	-0.269651210395567	1	1
1700016P03Rik	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0664862425165777	0.179	0.257	-0.60790962203728	1	1
Sik1	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.131726733849896	0.1	0.157	-0.283858799962839	1	1
Nr4a1	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.352966598701468	0.067	0.1	-0.0505775619823965	1	1
Btg2	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.369378424967759	0.112	0.143	-0.21981310287909	1	1
Noct	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.412389042127706	0.179	0.129	0.0434275938805366	1	1
Fbxo33	Trh.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.631377307667363	0.238	0.271	-0.00283208603804819	1	1
Nr4a1	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0033880569751494	0.047	0.217	-0.690708747190455	1	1
1700016P03Rik	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.00413671311629041	0.225	0.478	-1.06614452889026	1	1
Junb	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0256724163705104	0.093	0.261	-0.452725611672777	1	1
Gem	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.083316081054119	0.101	0.217	-0.377850800366651	1	1
Noct	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.127116892720267	0.171	0.043	0.226261072751239	1	1
Fos	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.144653666581067	0.109	0.217	-0.136109909385969	1	1
Homer1	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.404726877222251	0.202	0.261	-0.204539992573366	1	1
Fbxo33	Th.Prok2.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.466158894074626	0.186	0.261	-0.0378568203933051	1	1
Gem	Ebf3.Oxt	adlib_vs_fast	1	0.00797037419709148	0.094	0.198	-0.147661514699948	1	1
Homer1	Ebf3.Oxt	adlib_vs_fast	1	0.574418446173632	0.147	0.178	0.0357183334088901	1	1
Fbxo33	Ebf3.Oxt	adlib_vs_fast	1	0.619337172944998	0.212	0.238	0.0234600204987009	1	1
1700016P03Rik	Ebf3.Oxt	adlib_vs_fast	1	0.648299688490404	0.166	0.188	-0.103415759565169	1	1
Noct	Ebf3.Oxt	adlib_vs_fast	1	0.659265027329406	0.114	0.099	0.0385204916366176	1	1
Fbxo33	Sytl4.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.38032730911186	0.187	0.228	-0.00944072153910663	1	1
Homer1	Sytl4.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.551920999673282	0.187	0.218	0.0137871753537361	1	1
Noct	Sytl4.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.600346516769719	0.134	0.121	0.0840006427111386	1	1
1700016P03Rik	Sytl4.Tmem215.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.769909608368513	0.122	0.117	0.0672298302681488	1	1
1700016P03Rik	Cck.Ppp1r17.Hmx2.HY1	adlib_vs_fast	5.85013409078145e-07	1.05599994418337e-11	0.154	0.357	-1.04571322973119	9.11327951830248e-09	9.11327951830248e-09
Homer1	Cck.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.0001605305945662	0.154	0.271	-0.212637561811798	0.132758801706247	0.132758801706247
Gem	Cck.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.000177706495044485	0.045	0.116	-0.574560832419413	0.1466078584117	0.1466078584117
Fbxo33	Cck.Ppp1r17.Hmx2.HY1	adlib_vs_fast	1	0.000196386803573005	0.139	0.256	-0.174299032856287	0.161626339340583	0.161626339340583
Fbxo33	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.00469476079692707	0.248	0.459	-0.409306475348991	1	1
Homer1	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0432698937002962	0.248	0.405	-0.302616061506648	1	1
Junb	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.120036868862577	0.184	0.081	0.245548373100869	1	1
1700016P03Rik	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.302777546514792	0.312	0.216	0.28876032905655	1	1
Noct	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.347589433297252	0.168	0.108	0.0868940212675302	1	1
Sik1	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.647287703727487	0.112	0.081	-0.0142908061509791	1	1
Nr4a1	Gm43122.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.902858924588109	0.192	0.189	0.107116711940036	1	1
Homer1	Satb2.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0175565763203269	0.313	0.451	-0.146599916655456	1	1
1700016P03Rik	Satb2.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0595038972835342	0.158	0.235	-0.0812857230748618	1	1
Noct	Satb2.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.35911811234228	0.152	0.186	-0.0539995339463495	1	1
Fbxo33	Satb2.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.560655696582897	0.281	0.255	0.0899331545950074	1	1
Junb	Satb2.Adarb2.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.927188710716946	0.105	0.108	0.031349691569292	1	1
1700016P03Rik	Tac2.Tbx3.HY1	adlib_vs_fast	1	0.000628540275551927	0.113	0.235	-0.235375022282159	0.511003244023716	0.511003244023716
Fbxo33	Tac2.Tbx3.HY1	adlib_vs_fast	1	0.0174309498245576	0.149	0.247	-0.11614036871543	1	1
Noct	Tac2.Tbx3.HY1	adlib_vs_fast	1	0.0873474057195755	0.134	0.086	0.169066699908175	1	1
Homer1	Tac2.Tbx3.HY1	adlib_vs_fast	1	0.913334893405638	0.264	0.29	0.0332683769209307	1	1
Junb	Tac2.Tbx3.HY1	adlib_vs_fast	1	0.929462576792771	0.097	0.105	0.1177393737677	1	1
Homer1	SgcAlk.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.0126290732836044	0.35	0.544	-0.220694665642309	1	1
